  9.057657639133e-13   5.0675e-04   5.0000e-03
  1.905765763913e-12   1.0854e-03  -7.5000e-03
  2.905765763913e-12   1.6800e-03   0.0000e+00
  3.905765763914e-12   2.2875e-03   0.0000e+00
  4.905765763914e-12   2.9053e-03   2.5000e-03
  5.905765763914e-12   3.5310e-03  -3.7500e-03
  6.905765763914e-12   4.1623e-03   0.0000e+00
  7.905765763914e-12   4.7973e-03   0.0000e+00
  8.905765763914e-12   5.4341e-03   2.5000e-03
  9.905765763914e-12   6.0711e-03  -3.7500e-03
  1.090576576391e-11   6.7068e-03   0.0000e+00
  1.190576576391e-11   7.3400e-03   0.0000e+00
  1.290576576391e-11   7.9696e-03   2.5000e-03
  1.390576576391e-11   8.5943e-03  -3.7500e-03
  1.490576576391e-11   9.2135e-03   0.0000e+00
  1.590576576391e-11   9.8261e-03   0.0000e+00
  1.690576576391e-11   1.0432e-02   2.5000e-03
  1.790576576391e-11   1.1029e-02  -3.7500e-03
  1.890576576392e-11   1.1619e-02   0.0000e+00
  1.990576576392e-11   1.2200e-02   0.0000e+00
  2.090576576392e-11   1.2771e-02   5.0000e-03
  2.190576576392e-11   1.3333e-02  -7.5000e-03
  2.290576576392e-11   1.3886e-02   0.0000e+00
  2.390576576392e-11   1.4428e-02   0.0000e+00
  2.490576576392e-11   1.4961e-02   2.5000e-03
  2.590576576392e-11   1.5483e-02  -3.7500e-03
  2.690576576392e-11   1.5995e-02   0.0000e+00
  2.790576576392e-11   1.6497e-02   0.0000e+00
  2.890576576392e-11   1.6989e-02   2.5000e-03
  2.990576576392e-11   1.7470e-02  -3.7500e-03
  3.090576576392e-11   1.7941e-02   0.0000e+00
  3.190576576392e-11   1.8402e-02   0.0000e+00
  3.290576576392e-11   1.8853e-02   2.5000e-03
  3.390576576392e-11   1.9294e-02  -3.7500e-03
  3.490576576392e-11   1.9725e-02   0.0000e+00
  3.590576576392e-11   2.0146e-02   0.0000e+00
  3.690576576392e-11   2.0558e-02   2.5000e-03
  3.790576576392e-11   2.0961e-02  -3.7500e-03
  3.890576576392e-11   2.1354e-02   0.0000e+00
  3.990576576392e-11   2.1739e-02   0.0000e+00
  4.090576576392e-11   2.2115e-02   5.0000e-03
  4.190576576392e-11   2.2482e-02  -7.5000e-03
  4.290576576392e-11   2.2840e-02   0.0000e+00
  4.390576576392e-11   2.3191e-02   0.0000e+00
  4.490576576392e-11   2.3533e-02   2.5000e-03
  4.590576576392e-11   2.3868e-02  -3.7500e-03
  4.690576576392e-11   2.4195e-02   0.0000e+00
  4.790576576392e-11   2.4514e-02   0.0000e+00
  4.890576576392e-11   2.4826e-02   2.5000e-03
  4.990576576392e-11   2.5132e-02  -3.7500e-03
  5.090576576392e-11   2.5430e-02   0.0000e+00
  5.190576576392e-11   2.5722e-02   0.0000e+00
  5.290576576392e-11   2.6007e-02   2.5000e-03
  5.390576576392e-11   2.6287e-02  -3.7500e-03
  5.490576576392e-11   2.6560e-02   0.0000e+00
  5.590576576392e-11   2.6827e-02   0.0000e+00
  5.690576576392e-11   2.7089e-02   2.5000e-03
  5.790576576392e-11   2.7345e-02  -3.7500e-03
  5.890576576392e-11   2.7596e-02   0.0000e+00
  5.990576576392e-11   2.7841e-02   0.0000e+00
  6.090576576392e-11   2.8082e-02   5.0000e-03
  6.190576576392e-11   2.8318e-02  -7.5000e-03
  6.290576576392e-11   2.8549e-02   0.0000e+00
  6.390576576392e-11   2.8776e-02   0.0000e+00
  6.490576576392e-11   2.8999e-02   2.5000e-03
  6.590576576392e-11   2.9217e-02  -3.7500e-03
  6.690576576392e-11   2.9431e-02   0.0000e+00
  6.790576576392e-11   2.9641e-02   0.0000e+00
